0.2161773463902659508928394416216178797185420989990234375,-0.044506600554847459971785639254449051804840564727783203125,0.10357885546968821632862756132453796453773975372314453125,0.0029734075231151288649933395191737872664816677570343017578125,0.13467164262937425522892453955137170851230621337890625,-0.002571376885693198686977378741858046851120889186859130859375,0.11700479730977420000925803833524696528911590576171875,-0.01244242044430128764365139915071267751045525074005126953125,-0.00154582212777678424352190145185659275739453732967376708984375,-0.03350775160229411964163404036298743449151515960693359375,0.1662051926358228126634486443435889668762683868408203125,0.059910820257925177789726234323097742162644863128662109375,-0.44502795115908189149678264584508724510669708251953125,-0.162450120900917316379974408846464939415454864501953125,-0.06566153941531109594631487880178610794246196746826171875,0.1772282651628152294609463979213614948093891143798828125
-0.11009903246824100098155696514368173666298389434814453125,-0.109986597275513242610855968450778163969516754150390625,0.285806137850575847636491744196973741054534912109375,-0.056211453761153822028528992404972086660563945770263671875,-0.1258168855130892271887432798394002020359039306640625,0.0289624367744685771997037448954870342276990413665771484375,0.406444779034618230983966213898384012281894683837890625,-0.22983211860221641753554422393790446221828460693359375,0.058326066787348800068979670641056145541369915008544921875,0.31047561012367153043811640600324608385562896728515625,0.1728671524515076052264106465372606180608272552490234375,-0.306396801524845996400614467347622849047183990478515625,0.0064764041461756460815735181313357315957546234130859375,-0.262258844698797510819332501341705210506916046142578125,-0.1640404537973234599945726586156524717807769775390625,-0.019876037327875691052003759295985219068825244903564453125
-0.11694859274228515400029237980561447329819202423095703125,0.292289186111460319583699174472712911665439605712890625,-0.15490077769699606147213444273802451789379119873046875,0.293706575116234824829319904893054626882076263427734375,-0.08254506736967244517888531163407606072723865509033203125,-0.321250495456166074159654044706257991492748260498046875,0.0950753766882359296896964906409266404807567596435546875,0.08267434492881968466360120828539947979152202606201171875,0.06650884594777152492017791018952266313135623931884765625,-0.102040514690922512475168559831217862665653228759765625,-0.1141728868118776774043254818025161512196063995361328125,0.0302665529185877080209365885821171104907989501953125,0.0298191367767447305936467927267585764639079570770263671875,-0.2262340525302501959004075615666806697845458984375,0.35670747301512972793346989419660530984401702880859375,0.027779878214567697847225957730188383720815181732177734375
-0.1289985539895808219768014168948866426944732666015625,-0.03007108160374573346818038999117561616003513336181640625,-0.43676567465335802697978806463652290403842926025390625,-0.033814472445222225338579136177941109053790569305419921875,0.07560446205578950917836067446842207573354244232177734375,-0.1664285206189301813406444807696971110999584197998046875,0.0642310646732485446275262574999942444264888763427734375,-0.1869962070433413281467238675759290345013141632080078125,0.270698019516959653696375198705936782062053680419921875,0.19362939028228576265888705165707506239414215087890625,0.178842915587766049245743715800927020609378814697265625,0.2338792838968936915744478710621478967368602752685546875,0.0353390361864885094167476609072764404118061065673828125,-0.21252825389093377150828700905549339950084686279296875,0.303024340562504601592763719963841140270233154296875,-0.11130142340618431884280425947508774697780609130859375
0.07317037452117554352515327309447457082569599151611328125,0.1559800373957862529294970954651944339275360107421875,0.1497048793540199096430143299585324712097644805908203125,0.016269619713800025084804445896224933676421642303466796875,-0.15777330194709116018003669523750431835651397705078125,-0.47695884136919364237883200985379517078399658203125,-0.264104312491312664956666367288562469184398651123046875,-0.21625373495513156019143252706271596252918243408203125,-0.216597106873637812451960371618042699992656707763671875,0.1948553967338335912717894871093449182808399200439453125,0.0647245417487930241318139223949401639401912689208984375,0.144255003894437183742383012940990738570690155029296875,-0.1811191414276733524513218753781984560191631317138671875,0.1550386511266558520194536185954348184168338775634765625,-0.0645246459843621111840406001647352240979671478271484375,0.132317418257891061816877709134132601320743560791015625
0.61982827507087268070762320348876528441905975341796875,0.009746093878297924784082084670444601215422153472900390625,0.0286648369755708072592614854556813952513039112091064453125,0.0981808970245061363169014612140017561614513397216796875,0.171206219543980797670457150161382742226123809814453125,0.22777600331241776299151524654007516801357269287109375,-0.135406103601412863834951849639764986932277679443359375,0.1929429128958220773792930913259624503552913665771484375,0.145682338452785165028302571954554878175258636474609375,0.281749155063487133343613777469727210700511932373046875,0.048153803262477055946444437495301826857030391693115234375,0.00902140430981662570786294708113928209058940410614013671875,0.03109301213734692870271913989199674688279628753662109375,-0.2974542711671588346433736660401336848735809326171875,0.032024653686403330155041402349525014869868755340576171875,-0.4354864252353334297396258989465422928333282470703125
0.1317525204283630235746471726088202558457851409912109375,-0.0015483456236188796427410974132499177358113229274749755859375,0.1997562026926058276199427155006560496985912322998046875,0.085870035287307633353748315130360424518585205078125,-0.041094573393425794238797976731802918948233127593994140625,0.134570615449479402681021156240603886544704437255859375,-0.054528641952839192186264227757419575937092304229736328125,-0.22032949047662653274670674363733269274234771728515625,-0.08168304540254199552773428649743436835706233978271484375,-0.33689042960511794699840493194642476737499237060546875,-0.042953676479620374328849408129826770164072513580322265625,0.165402268421657228092414015918620862066745758056640625,-0.1962392252935759862086939619985059835016727447509765625,0.344750514946124908544078380145947448909282684326171875,0.0967332197786670289207933137731743045151233673095703125,-0.1202586615918894430432573017242248170077800750732421875
-0.09854167284228576573212876610341481864452362060546875,-0.040135901518885720717921827827012748457491397857666015625,0.09421427417421923689033746995846740901470184326171875,-0.00180799846143942974895091335696406531496904790401458740234375,0.254864354816308369411359535661176778376102447509765625,0.2017585572757986389635931345765129663050174713134765625,-0.1287193849989961835778018439668812789022922515869140625,-0.0683594937541951164217124414790305308997631072998046875,-0.04918159905275996945928085324339917860925197601318359375,-0.02287000292375683530021746037164120934903621673583984375,-0.09177046787644445313691932142319274134933948516845703125,0.069338536560488439608462840624270029366016387939453125,-0.1590350434236020848999260124401189386844635009765625,0.139673383115523297437476912818965502083301544189453125,-0.20926217421415549413410417400882579386234283447265625,0.417127569511754503484013412162312306463718414306640625
-0.476836810390447174423655951613909564912319183349609375,-0.108443724237273275701198826936888508498668670654296875,-0.2391990333835968540743266430581570602953433990478515625,-0.030664326277607088788723643801858997903764247894287109375,-0.11285148012795888361470275640385807491838932037353515625,0.217874800405551016790894891528296284377574920654296875,-0.1038360643208602329679024478537030518054962158203125,0.037215141186495069580697503397459513507783412933349609375,-0.18131855342012170861920594688854180276393890380859375,-0.00561608280574779107630067898071501986123621463775634765625,-0.21380880121477152666642496114945970475673675537109375,0.09973021020902712863165362477957387454807758331298828125,-0.3392273457342966924699112496455200016498565673828125,-0.10336466896890598998748345138665172271430492401123046875,0.11606109810062785470119450792481075040996074676513671875,0.12211695392161207862624650033467332832515239715576171875
-0.20756950671821094989155653820489533245563507080078125,-0.007514912950336980444754342300939242704771459102630615234375,-0.3192649306294164102126842408324591815471649169921875,-0.01177901072694660655759690826016594655811786651611328125,0.199475766697306877706097338887047953903675079345703125,0.1050814639977541986581854871474206447601318359375,0.1578153202927612408501545360195450484752655029296875,0.386106866402271597937811975498334504663944244384765625,-0.32349068154013516096512148578767664730548858642578125,0.068364906393962143749121196378837339580059051513671875,-0.26013551977684923333100641684723086655139923095703125,0.035683157384790602228985534338789875619113445281982421875,0.054353110355893456684395204092652420513331890106201171875,-0.0133238527889160858486139460410413448698818683624267578125,0.08657760961276912692330398613194120116531848907470703125,-0.1801358160980665312767001751126372255384922027587890625
-0.224479346265568147078539595895563252270221710205078125,0.14956522330326282865797793419915251433849334716796875,-0.35828015294889059561000976827926933765411376953125,-0.1783854167332568907422540860352455638349056243896484375,0.220277992197017769004929732545861043035984039306640625,0.01421352551701627296709684600273249088786542415618896484375,0.12267039926913762826199416622330318205058574676513671875,0.1424750630125002637260678284292225725948810577392578125,0.01480989343531773951012642243085792870260775089263916015625,0.1557152267892356334311187993080238811671733856201171875,0.1689116636651454006479156078057712875306606292724609375,-0.02955614567759480559860918447157018817961215972900390625,0.07096945919704007732509154493527603335678577423095703125,0.01674117671582457667067700413099373690783977508544921875,-0.055814112556610652460253874096451909281313419342041015625,-0.12244925361589455159450068322257720865309238433837890625
