-0.194313848416130863228090674965642392635345458984375,-0.2462886401310180051194009820392238907516002655029296875,-0.042836100599928060572718635512501350603997707366943359375,0.189267241551167753055295861486229114234447479248046875,-0.315046571653829321491002701804973185062408447265625,-0.0075897725450649565492877712813424295745790004730224609375,-0.1044579327470367413610574658378027379512786865234375,0.1137052643536254070699698104363051243126392364501953125
0.112771569115285463791309439329779706895351409912109375,-0.0254560898770092199072667682457904447801411151885986328125,-0.08368526001448707563046269797268905676901340484619140625,-0.2631720442326324072013221666566096246242523193359375,0.03516723591131219739391866596633917652070522308349609375,-0.250929404485753793085933693873812444508075714111328125,-0.020180200850264042033987976765274652279913425445556640625,-0.475488693045765076217179512241273187100887298583984375
0.2495333836506347380268522329060942865908145904541015625,0.1396550858996498389874574286295683123171329498291015625,-0.2324828317566216551171009996323846280574798583984375,-0.1298606363648157902002111541150952689349651336669921875,0.1574871229474777145629360575185273773968219757080078125,0.07201531775005988456062056002338067628443241119384765625,0.0281359166062925269979899667305289767682552337646484375,0.2566633290827888824736646711244247853755950927734375
0.2238175985328785255745742688304744660854339599609375,-0.40145316613020487483964870989439077675342559814453125,-0.11165638761694247904632248946654726751148700714111328125,-0.1069517384079059496571062481962144374847412109375,-0.1202310994318865067231882903797668404877185821533203125,-0.280801961061332983060623291748925112187862396240234375,0.035583847211965440038294872238111565820872783660888671875,-0.2020792596930597595505929575665504671633243560791015625
-0.0284757634423875582996288358117453753948211669921875,0.3758620001584860315091418669908307492733001708984375,0.36023027887853820150354522411362268030643463134765625,0.5067437124554061700365537035395391285419464111328125,-0.188273518259797489893259125892654992640018463134765625,-0.1360193463529892621277639364052447490394115447998046875,0.251291899320482403634713364226627163589000701904296875,-0.1267305733707396464549077563788159750401973724365234375
-0.045234136620172671339190628714277409017086029052734375,0.115383766265724940769388240369153209030628204345703125,-0.14130834607757536414140986380516551434993743896484375,0.07215644731817792700834246488739154301583766937255859375,0.390513119739091363324945405111066065728664398193359375,-0.1940499198706771288858163870827411301434040069580078125,0.0327768758165569717988319098367355763912200927734375,-0.003952958662583434638893020718342086183838546276092529296875
0.06929154090779128527533003989447024650871753692626953125,-0.1945312979055864588406876691806246526539325714111328125,0.153548414380016484681590327454614453017711639404296875,-0.06139128898977248838253473195436527021229267120361328125,-0.1950248662487534534459854285159963183104991912841796875,0.3014305075926539956299166078679263591766357421875,-0.2443031376557922296210989543396863155066967010498046875,0.075548821506304209005833172341226600110530853271484375
-0.004876259714844334743066855963888883707113564014434814453125,-0.002718739292627503356669649292598478496074676513671875,-0.044243328307808471588913334926473908126354217529296875,0.04202629212494880805994768024902441538870334625244140625,-0.0248653483519969166481988764871857711113989353179931640625,0.135737839644454572063381192492670379579067230224609375,-0.141551478623034909798406033587525598704814910888671875,0.09080953626927766586529600090216263197362422943115234375
0.0165929120219579610828741778050243738107383251190185546875,-0.12321907845654787860834034063373110257089138031005859375,-0.08786649727807234466769870095959049649536609649658203125,-0.159278471688510669945770814592833630740642547607421875,-0.16259817091782557962886812674696557223796844482421875,-0.1362572134437895765568526940114679746329784393310546875,0.0297741688693743018767623453868509386666119098663330078125,-0.22927592440750765856449788770987652242183685302734375
-0.0658173770651193368319553655965137295424938201904296875,0.1881950178850865518231927353554056026041507720947265625,0.278194187242115364977479430308449082076549530029296875,-0.131717325845287447361187105343560688197612762451171875,0.1826147270552813395294577958338777534663677215576171875,-0.1915208917297401558510472341367858462035655975341796875,-0.05943827945643910537487641931875259615480899810791015625,0.16466726263877162761417594083468429744243621826171875
-0.434349047205642546654047464471659623086452484130859375,0.031454192753584651887077683340976363979279994964599609375,-0.2070628621193477403306104633884388022124767303466796875,-0.15517691479970263657151008374057710170745849609375,0.234828797877223494072751464045722968876361846923828125,-0.0683178951736789219495449287933297455310821533203125,0.397499380994569995184662047904566861689090728759765625,0.0608818391385214929822922158564324490725994110107421875
-0.025784780133448592653877540215034969151020050048828125,-0.2480204418455602688453609516727738082408905029296875,-0.1529948353462213805897818019730038940906524658203125,-0.1294173604965145052414499104997958056628704071044921875,-0.06666859935466178110896606767710181884467601776123046875,0.326339128806524936265986980288289487361907958984375,0.42450012441430440279788172119879163801670074462890625,0.0712260311500007847751447798145818524062633514404296875
0.004436510912836230495492895187226167763583362102508544921875,-0.0245542204719886615615909164489494287408888339996337890625,-0.0183481490701381082242260589509896817617118358612060546875,-0.0861015255097072051970741313198232091963291168212890625,0.3375576446157897425592864237842150032520294189453125,-0.16484065231590960820540203712880611419677734375,-0.260734318926594987875233755403314717113971710205078125,0.0457448266318222496185086356490501202642917633056640625
0.047356567238364670469064066082864883355796337127685546875,0.20737892387306933184021318083978258073329925537109375,-0.10203186897850702319345828072982840240001678466796875,0.51463811823723626392990126987569965422153472900390625,0.2002307958779886709610451589469448663294315338134765625,0.357834016572240842801733151645748876035213470458984375,-0.277781965829467292206089723549666814506053924560546875,-0.02021575874129040439886040303463232703506946563720703125
0.158595222066816476935713353668688796460628509521484375,0.1760451165799748196594265436942805536091327667236328125,0.25355353761667032141957633939455263316631317138671875,0.3379917565297081427644343420979566872119903564453125,-0.23013946387914130387031264035613276064395904541015625,-0.1125245290567489231392528381547890603542327880859375,0.21018237202677614305912356940098106861114501953125,-0.2978342533038069728235086586209945380687713623046875
0.18418967822919329879738370436825789511203765869140625,0.31039412681685429884481663975748233497142791748046875,0.0302941129873212262879622613809260656125843524932861328125,-0.44594917915750198478264110235613770782947540283203125,0.26863130530138079610225076976348645985126495361328125,0.041505025284024395226811776637987350113689899444580078125,0.0286376755657019553547026902151628746651113033294677734375,0.1369014335723097441910311999890836887061595916748046875
-0.117261547632547757924470488433144055306911468505859375,-0.11224275449267502591244038967488449998199939727783203125,0.08918466111140445351512795468806871213018894195556640625,0.34575764677943154890016330682556144893169403076171875,0.2690243859169798579245025393902324140071868896484375,0.285213485977933556281271876287064515054225921630859375,0.00162588882552305337425568865228342474438250064849853515625,-0.024685955312471814793173763291633804328739643096923828125
-0.3353143093813475417164227110333740711212158203125,0.01090065456327447834805610682451515458524227142333984375,-0.124072307810095094904312418293557129800319671630859375,-0.1310038119052351068827277913442230783402919769287109375,-0.1649378030077013335130686755292117595672607421875,-0.2793317312489176362788612095755524933338165283203125,-0.3105718397308108169596607694984413683414459228515625,0.0741960895420104293851437660123337991535663604736328125
-0.096610167388351098072263312133145518600940704345703125,0.1452398782705597024555999041695031337440013885498046875,-0.14162094140742953474187970641651190817356109619140625,0.0040570698663346359269521457235896377824246883392333984375,-0.0167311451554877400893506234069718630053102970123291015625,-0.11573404615629800940013183208066038787364959716796875,-0.056843118915185002204548680992957088164985179901123046875,-0.2621594533551825367823084889096207916736602783203125
0.1368223890597103087340968841090216301381587982177734375,-0.0141205226142042845893787017530485172756016254425048828125,-0.10640486076441953156024311510918778367340564727783203125,0.0152118266300237843513531998951293644495308399200439453125,0.1654727270047058329538458565366454422473907470703125,-0.109194304632872773996865589651861228048801422119140625,-0.0597767001270601838758267376761068589985370635986328125,-0.1904099480338739824869520589345484040677547454833984375
0.11363830472739842869511761591638787649571895599365234375,-0.01518945423628593853482282582945117610506713390350341796875,0.300396131318843850888100632801069878041744232177734375,-0.283831537770823982835821652770391665399074554443359375,-0.046814616529555597157497004445758648216724395751953125,0.140576293634576410251924016847624443471431732177734375,-0.11369858287064514568154294238411239348351955413818359375,-0.068878077750825716929483633066411130130290985107421875
-0.250720142055899930522144813949125818908214569091796875,0.0387786925018274164500553524703718721866607666015625,-0.179208109352856748142102105703088454902172088623046875,-0.0918234943107116008409462892814190126955509185791015625,-0.288350305946869223117090541563811711966991424560546875,0.4623228509072561109860544092953205108642578125,-0.038709198769325943445540616494326968677341938018798828125,0.1343779038133448844316575332413776777684688568115234375
-0.0401151199350435472279485793478670530021190643310546875,0.256952337985076828541508575654006563127040863037109375,-0.10181013492545319676363391181439510546624660491943359375,0.0838351735684476351284644124461920000612735748291015625,0.310508926704451793110450807944289408624172210693359375,-0.116086901451667501294906514885951764881610870361328125,-0.064999599289183140893300105744856409728527069091796875,0.050041427977649925729064506185750360600650310516357421875
-0.10217539850925023980909855936261010356247425079345703125,0.155364746992653957047281210179789923131465911865234375,-0.08802946871033502651560098684058175422251224517822265625,-0.0862953065859215218136313296781736426055431365966796875,0.26272917074456980657259919098578393459320068359375,0.21040752496767378687536620418541133403778076171875,0.039615231312360991988708036615207674913108348846435546875,-0.1406893520865820923493316740859881974756717681884765625
0.043754237425728759180998395095230080187320709228515625,0.11975134729762924867824125385595834814012050628662109375,0.639617634282333202833115137764252722263336181640625,-0.24377574532543599961087465999298729002475738525390625,0.01109120970371631209605567391918157227337360382080078125,-0.12075002329763671882201236940090893767774105072021484375,0.1186614042335705498931730517142568714916706085205078125,-0.016871704294189417139282483049100846983492374420166015625
-0.187174353144836658202621038071811199188232421875,-0.2447029074000612869355109069147147238254547119140625,0.0690179599724365377966250889585353434085845947265625,0.320804741512868807351566147190169431269168853759765625,-0.2424378951675411342225885391599149443209171295166015625,-0.446632052125561340716330960276536643505096435546875,-0.3391864704356493120940285734832286834716796875,0.2146257916198524018369653276749886572360992431640625
-0.3079818856132157112170943946694023907184600830078125,-0.250693293584499599102599631805787794291973114013671875,0.3940091959197449256180334486998617649078369140625,-0.3012577941816567683730454518808983266353607177734375,-0.046023818858986147162237756447211722843348979949951171875,0.052052325271453460386883449473316431976854801177978515625,-0.0485411287875249508605435266872518695890903472900390625,-0.0583987257734311093759771438271855004131793975830078125
-0.432077474037512343496558742117485962808132171630859375,-0.1175235600883392239612845742158242501318454742431640625,-0.174571318012633314165071851675747893750667572021484375,0.3093819430004380865995017302338965237140655517578125,0.0028296022447374595369662397814636278781108558177947998046875,-0.1982094308961892814568983567369286902248859405517578125,0.1996394347138326086366078015998937189579010009765625,-0.261807432531789341378924973469111137092113494873046875
0.06565097516050925896546885951465810649096965789794921875,-0.271528596270576627613735354316304437816143035888671875,-0.016207614029993648585570298337188432924449443817138671875,-0.12652129830071012772663152645691297948360443115234375,0.266583904819412242925835698770242743194103240966796875,0.1718454131101672388570733573942561633884906768798828125,0.19127943442744677060574076676857657730579376220703125,-0.050570313745388943693637173737442935816943645477294921875
0.1790364296643940089648339153427514247596263885498046875,0.050417364339504111558909471568767912685871124267578125,-0.02332790285397889906704449458629824221134185791015625,0.03888710425718809593487179654403007589280605316162109375,0.08193122294071487898836636531996191479265689849853515625,0.1700106642085008612497176727629266679286956787109375,-0.344186105775957817964894047690904699265956878662109375,-0.004799328380588240884618844717124375165440142154693603515625
0.279308771033358771429533362606889568269252777099609375,0.0407508252833639061929460467581520788371562957763671875,0.1679938303892516415771751780994236469268798828125,0.25668771185961214431614507702761329710483551025390625,0.277102846217488429925168702538940124213695526123046875,0.25107696098909837445489756646566092967987060546875,-0.1598671295291956562234503280706121586263179779052734375,0.1730100728048095948263807031253236345946788787841796875
-0.045256111466882582849979854699995485134422779083251953125,0.2067535447870831877281716515426523983478546142578125,0.191330400049586291100212065430241636931896209716796875,-0.0300363734771873225337657231648336164653301239013671875,-0.1240068532436882364766717046222765929996967315673828125,0.151111159075033307797042425590916536748409271240234375,-0.157937292725520428415819651490892283618450164794921875,-0.256814071126445886417144492952502332627773284912109375
-0.189904058744543302594820488593541085720062255859375,-0.0122580603765034441832160183594169211573898792266845703125,0.1183059603337974774461827109917066991329193115234375,-0.1457212750733684336612583365422324277460575103759765625,0.0729724554489872279106066343956626951694488525390625,0.077214146907567171584929610617109574377536773681640625,-0.1724089784720274354246072334717609919607639312744140625,0.08702894003957796498216481495546759106218814849853515625
-0.08343805867205338067105202526363427750766277313232421875,-0.1444658144930609788847419849844300188124179840087890625,-0.0057943456699106020424405727453631698153913021087646484375,0.23263733573571576673799654599861241877079010009765625,0.102464753161255639479776391453924588859081268310546875,0.0721114676107441621155658140196464955806732177734375,0.0215489361520917570291810960725342738442122936248779296875,0.12432792831435079961011069826781749725341796875
0.02088903815516650330774695021318621002137660980224609375,-0.1399765392682895404075082979034050367772579193115234375,0.030000091432723481610356230930847232230007648468017578125,-0.1450857825121208144469875378490542061626911163330078125,0.08286805360696862521319161487554083578288555145263671875,-0.365756511720181698432696748568559996783733367919921875,-0.24358207558349220800408829745720140635967254638671875,-0.0394998188890507140325070167818921618163585662841796875
