-0.00050886931368544622601712834608633784228004515171051025390625,0.08991245740002982989036439676056033931672573089599609375,-0.055280336058603447846326872650024597533047199249267578125,0.06710883501220632485484429707867093384265899658203125,0.0243219353641279285860310466205191914923489093780517578125,0.006413463248870528675416036179512957460246980190277099609375,-0.0156804782598969384699305607000496820546686649322509765625,-0.0245585191430535872136875497062646900303661823272705078125,0.02423399669718649673821886381119838915765285491943359375,0.0614449950109393350228259578216238878667354583740234375,0.00002404405107157130759673764608397306119513814337551593780517578125,0.0655194108007068620747048726116190664470195770263671875,0.0355284707475099492679504464831552468240261077880859375,-0.003717274418416569199685728364102033083327114582061767578125,0.0307739277807632209682520141313943895511329174041748046875,0.0215755951028584920525776880140256253071129322052001953125,0.049535322613027447935518665644849534146487712860107421875,0.01011141948873982461531984000657757860608398914337158203125,-0.02703348656090458212997162945612217299640178680419921875,-0.0080175644566659563794441822892622440122067928314208984375,0.03097914544124547031600513946614228188991546630859375,0.0276999791153003382948583066536230035126209259033203125,-0.0242081104934213121870900664589498774148523807525634765625,0.039164226313438688098500506384880281984806060791015625
0.00952058286252116005299317436083583743311464786529541015625,0.033586620333165340124281783573678694665431976318359375,0.03602042050975118314681822084821760654449462890625,-0.010311572038353027103152470544955576770007610321044921875,0.028087856345662083612513271191346575506031513214111328125,0.07769283719925325348842903849799768067896366119384765625,0.0250209981525252277145821011572479619644582271575927734375,0.0203821532651767590993419076994541683234274387359619140625,0.06123657343487731719022804099950008094310760498046875,0.0299899220746169432871841564747228403575718402862548828125,0.060533378827308824410291521189719787798821926116943359375,0.06175386513282420108961190408081165514886379241943359375,0.01072553686206634271371740396716631948947906494140625,0.09056328007810197922022865668623126111924648284912109375,0.137647651418759620067788773667416535317897796630859375,-0.05798951419056543044039386813892633654177188873291015625,0.056743252817251420283550800149896531365811824798583984375,0.07480656376020260178716370091933640651404857635498046875,0.05870192892147774177402652640012092888355255126953125,0.049611497628950416982629434414775460027158260345458984375,0.05011148841199759840225880225261789746582508087158203125,-0.01100625335720910834280683587849125615321099758148193359375,-0.0194048889608081955027163445492988103069365024566650390625,0.07904661776510964188435792721065809018909931182861328125
0.0305160628602469154169174458957058959640562534332275390625,0.0921616822112254485688254135311581194400787353515625,0.055659367065098989957316888421701150946319103240966796875,0.054948720316322863244096197377075441181659698486328125,-0.0064774250297717113344919681594547000713646411895751953125,0.052603861281968845864387418487240211106836795806884765625,0.0233246488016224835793099856573462602682411670684814453125,0.0139354502288597560666350005931235500611364841461181640625,0.09326700502210551191328846698525012470781803131103515625,0.056164357487590639561592098516484838910400867462158203125,-0.0130157917082868897218350667799313669092953205108642578125,0.0797765951253815719379502979791141115128993988037109375,0.0297389728977558824574156659537038649432361125946044921875,0.09332628040258512946980573588007246144115924835205078125,0.0274711027369546230414432130828572553582489490509033203125,-0.01230093705670454347356201907359718461520969867706298828125,0.0744584390957203356986582321042078547179698944091796875,-0.0197464163094229587513961376998850028030574321746826171875,0.035778969615805893134119486376221175305545330047607421875,0.0933326410837814479659613198236911557614803314208984375,0.0206794713133592288067941211693323566578328609466552734375,0.038120693090935610369829333876623422838747501373291015625,0.0211389748207005991054163729359061107970774173736572265625,0.00925253359703701212801707498556424980051815509796142578125
-0.001799827041158267269815862476889378740452229976654052734375,0.0025653111805850176661836226088553303270600736141204833984375,0.006534494857919224443387751222189763211645185947418212890625,0.09438516076580817648622456772500299848616123199462890625,0.076514819076358542293547770896111615002155303955078125,0.013297704730495886471519639826510683633387088775634765625,0.0251227807850124724986518032210369710810482501983642578125,0.1122655744981577996544075404017348773777484893798828125,0.030095656373248562409639106363101745955646038055419921875,0.062113657767805689757789622262862394563853740692138671875,-0.05983789859515532827405337457093992270529270172119140625,0.040725665952333900410309297512867487967014312744140625,0.09885110151805791278700752400254714302718639373779296875,0.053066826497498442716249655859428457915782928466796875,0.069755972900230667210763613184099085628986358642578125,0.05144240352443275876570538684973143972456455230712890625,0.032227258464689607919684277703709085471928119659423828125,0.08292199200039725159872006088335183449089527130126953125,0.06304883837432016802093670548856607638299465179443359375,-0.000869527934761669799891559140547769857221283018589019775390625,0.1311854989122404335777360984138795174658298492431640625,0.053262470129653773087685664222590276040136814117431640625,0.08042494064099618700236504764689016155898571014404296875,0.06743252831576530825774540289785363711416721343994140625
0.16311117371014205446044798009097576141357421875,0.049234163980794130865970004151677130721509456634521484375,0.1277304138445260195400265956777730025351047515869140625,0.048692549033656461199282006191424443386495113372802734375,0.06528358845451888436972609497388475574553012847900390625,0.0324084269471847929988683745250455103814601898193359375,0.026533514831599748495793988922741846181452274322509765625,0.04065525194959895838309194004978053271770477294921875,-0.01232013950357132604784826668264940963126718997955322265625,0.060621112433620651105403709379970678128302097320556640625,0.0169490880463449671011755270910725812427699565887451171875,0.08557981609227759134395085993674001656472682952880859375,0.0099932053354487952734341860150379943661391735076904296875,0.016139353234906610168319929243807564489543437957763671875,0.07784537667169492969332367238166625611484050750732421875,0.0096065411432315027384643002505981712602078914642333984375,0.09668519847927563304335052407623152248561382293701171875,0.055043204010281752969202528902314952574670314788818359375,0.042469754998324567296652531922518392093479633331298828125,0.166904542111823317451779757902841083705425262451171875,0.052093844334106652327331943297394900582730770111083984375,0.065128064214098613238235202516079880297183990478515625,0.03144476569850389313653948875071364454925060272216796875,0.04183882902260803449134840548140346072614192962646484375
0.11595553459632269854839847766925231553614139556884765625,0.0626523737057972096575753084835014306008815765380859375,0.113425431491728068156277231537387706339359283447265625,0.0129949660141296420567957881075926707126200199127197265625,0.061172000868259558681305776417502784170210361480712890625,0.05615570246305556789678803397691808640956878662109375,0.04060728432683032018690738595978473313152790069580078125,0.061966425382036539881713821387165808118879795074462890625,0.06399762566970530752730184076426667161285877227783203125,-0.0165826105105709893650089981065320898778736591339111328125,0.066307675120866382822981677236384712159633636474609375,0.006152658778050876416110259725655851070769131183624267578125,0.06062052474436348259434481633434188552200794219970703125,0.082890514820809946261448430959717370569705963134765625,0.03006614335879742583301776903681457042694091796875,0.07161894739625900008217485037675942294299602508544921875,0.005138505660225453110234727915894836769439280033111572265625,0.10293161267779375733777413870484451763331890106201171875,0.020470516072499202187007227848880575038492679595947265625,-0.0217956870753624291914274380133065278641879558563232421875,0.0031479702365694440906185302964104266720823943614959716796875,0.036389478953842833985898863602415076456964015960693359375,0.0152725925068925884320325536691598244942724704742431640625,0.042465757383664280710799943108213483355939388275146484375
0.0235059146124623162543709753435905440710484981536865234375,0.06911383857825793841644923531930544413626194000244140625,0.0698357053504854718983807515542139299213886260986328125,0.0971900431749615212329018731907126493752002716064453125,0.045625618721160714208462394481102819554507732391357421875,0.0178880279957872277696306895222733146511018276214599609375,0.019384073824468349422911472856867476366460323333740234375,0.019916814491942123888090776517856284044682979583740234375,-0.037312469803324622985574166023070574738085269927978515625,0.0876376169005097793718306320442934520542621612548828125,0.04880324827483784044801495838328264653682708740234375,0.0713426488826030269496669689033296890556812286376953125,0.08273485713664653629084710928509593941271305084228515625,0.06905526252221839966782823694302351213991641998291015625,0.01129465390633418823973510569658174063079059123992919921875,0.0019093180859925834060020211069286233396269381046295166015625,0.08941217289249810129536655267656897194683551788330078125,0.07272402451891547825457706721863360144197940826416015625,0.0237505871214795660772978180830250494182109832763671875,0.0207156438565146948371786805864758207462728023529052734375,0.08264977680438630180947967573956702835857868194580078125,0.1062554050676123296170771936886012554168701171875,-0.0243139784388333758669009654340698034502565860748291015625,0.07316486037346404958103818216841318644583225250244140625
0.0396245463152179178134559833779348991811275482177734375,0.0471144843541206892467698708060197532176971435546875,0.032039987679491954697397204654407687485218048095703125,0.0636899406536875212214710018088226206600666046142578125,-0.03458212423821101222376483974585426039993762969970703125,-0.002588662525044652974737235950897229486145079135894775390625,-0.008841012560349102711310109725673100911080837249755859375,0.06558850090513372588230112114615621976554393768310546875,0.03626347161058217360984912147614522837102413177490234375,0.054553977313705641349894648328699986450374126434326171875,0.1545462912285448242588614675696589983999729156494140625,0.059474679742995882614220448658670648001134395599365234375,0.016953603704553975306534852052209316752851009368896484375,-0.047498756097541339205037047577206976711750030517578125,0.007228928948552481269229641469564739963971078395843505859375,-0.00603621413896388882280863441565088578499853610992431640625,0.0416017083477927818169206375387148000299930572509765625,0.0164910830786881255904940957179860561154782772064208984375,0.0842995886462535592986711208141059614717960357666015625,0.10549507867006559236333629314685822464525699615478515625,0.153862483426581653223053081092075444757938385009765625,0.032099480230140996217524929079445428214967250823974609375,0.04062520303690229928061938835526234470307826995849609375,0.07527096082877136884459190468987799249589443206787109375
-0.006923049234331274566500713518735210527665913105010986328125,0.00844835664003075990924340743504217243753373622894287109375,0.040800552575618591333306284241189132444560527801513671875,-0.0374234277609351295712514229307998903095722198486328125,0.0184468791714334535980501783569707185961306095123291015625,0.00943917213651234050797445007674468797631561756134033203125,0.0085219164166184975528484102369475294835865497589111328125,0.05404278902336041856546700046237674541771411895751953125,0.043690115471475075847873625889405957423150539398193359375,0.05509886038287781229172423991258256137371063232421875,0.03346148287810361832139705029476317577064037322998046875,0.07881489582098631652140596770550473593175411224365234375,0.0342370440976929035770126574789173901081085205078125,0.023583699647503529595038429533815360628068447113037109375,0.06072396002066428322141433682190836407244205474853515625,0.047350838716678035622553721850636065937578678131103515625,0.0659845319531335572360575270067784003913402557373046875,0.02479428044905702954725512654476915486156940460205078125,0.044623011152289192293718400605939677916467189788818359375,0.0334605361739732376502587385402875952422618865966796875,0.0145001791652822654976606742138756089843809604644775390625,-0.021960501259428756581915109791225404478609561920166015625,0.0379455739882901543769122554294881410896778106689453125,0.042020246825836320148095381910025025717914104461669921875
0.0231943215820105651248095313121666549704968929290771484375,0.107956414706690484450746225775219500064849853515625,0.0815286457718398249738811500719748437404632568359375,0.099380152467657800752220964568550698459148406982421875,-0.05420848334546694846647341137213516049087047576904296875,-0.0378550770150964110971614218215108849108219146728515625,0.08161252686757282381879718968775705434381961822509765625,0.03273547705954367448288877540107932873070240020751953125,0.035944096465609844115451920742998481728136539459228515625,0.0287611983113122103572489862699512741528451442718505859375,0.08614426820896213532474661178639507852494716644287109375,0.033393855785803262803401736391606391407549381256103515625,-0.017721882704074508330105430786716169677674770355224609375,0.03677055793165108499298554534107097424566745758056640625,0.052265153091150116926311142151462263427674770355224609375,0.018908854132924583779651328541149268858134746551513671875,0.0210562377060307358289659163119722506962716579437255859375,-0.0225202569686671939808153553030933835543692111968994140625,0.00882819118263829770432149501857566065154969692230224609375,0.09340560103483731835272152466131956316530704498291015625,-0.016983426173910930179200562406549579463899135589599609375,0.02887272009024259566967174350793357007205486297607421875,0.0467055459474905176886494473365019075572490692138671875,-0.02245647195175583255011275696233497001230716705322265625
