0.0460266650469911275944667750081862322986125946044921875,0.0789923796026974767148232103863847441971302032470703125,0.0841515898035982978786506691903923638164997100830078125,0.07879833550523247798214043768894043751060962677001953125,0.040572683141647115923067445919514284469187259674072265625,0.0942794009402408150766206063053687103092670440673828125,0.03604929011569966978978385441223508678376674652099609375,0.1867822155769422176607719165986054576933383941650390625,0.136687318283813696861983544295071624219417572021484375,0.002637945845056082448676360030503929010592401027679443359375,0.035388287319940890662817167822140618227422237396240234375,-0.006879073684715371513054282814891848829574882984161376953125,0.0216753172541646645099522316968432278372347354888916015625,-0.01539101284509023122304416375527580385096371173858642578125,0.14961489654840731677865051096887327730655670166015625,0.06014573737305990708268410571690765209496021270751953125
0.044646575258863292756661422799879801459610462188720703125,0.13948593912461382249290409163222648203372955322265625,0.11550319617395650440005994141756673343479633331298828125,-0.03968905702112211775212102793375379405915737152099609375,0.1394700338290686125741757450668956153094768524169921875,-0.04158216089014700467263452310362481512129306793212890625,0.10072848033410457257996739599548163823783397674560546875,0.00108400782282676126644371805696209776215255260467529296875,0.0632433713924652474158705217632814310491085052490234375,0.036891628869066626916772833055802038870751857757568359375,0.0028820460386147386637467615599916825885884463787078857421875,-0.03136554558830158268012411326708388514816761016845703125,0.0629546241871467848749688300813431851565837860107421875,0.061140239110894591123557262335452833212912082672119140625,0.0002613066842995555457383749509148174183792434632778167724609375,0.056406478230535496420916530269096256233751773834228515625
0.1788221548954398165687251776034827344119548797607421875,0.09933883781083459318939077320465003140270709991455078125,-0.005947944709818665798284342827173531986773014068603515625,0.01121784836033612973993367489811134873889386653900146484375,0.1133418957671054327907000924824387766420841217041015625,0.06349476150163645138402301881797029636800289154052734375,0.1778617055635103583188794118541409261524677276611328125,-0.0230373199423866657775672450725323869846761226654052734375,0.0080637753506549690596383328511365107260644435882568359375,0.063433220000224554979695312795229256153106689453125,0.05575652257881513751414104262948967516422271728515625,0.07309704303978999118118764499740791507065296173095703125,0.05180005604850936029581731645521358586847782135009765625,0.0130840624852967650493251738907929393462836742401123046875,-0.004716740416281947796683926554806021158583462238311767578125,0.08267336946820701137905729183330549858510494232177734375
-0.0486522541276011022404190953238867223262786865234375,-0.03695349008666108658882620829899678938090801239013671875,0.1280004216721845888837805205184849910438060760498046875,0.0885549042652548912268883896103943698108196258544921875,0.02896984144314192211044911573480931110680103302001953125,0.05303760961424285047538518256260431371629238128662109375,0.07856048997781124587636014666713890619575977325439453125,0.140679689877590774482740698658744804561138153076171875,-0.044700136219968537865110391749112750403583049774169921875,0.178271024619501894381556894586537964642047882080078125,-0.07109342603331751664352822217551874928176403045654296875,0.10099625925343237720088751530056470073759555816650390625,0.0485741047620686650088117630730266682803630828857421875,-0.0215493922096035191160456889747365494258701801300048828125,0.055540754977938595893238726830531959421932697296142578125,0.0284763337156257075044596405177799169905483722686767578125
0.011423253771637283116024974560787086375057697296142578125,-0.0252386152960006049372765346561209298670291900634765625,0.05556467276649883213490710431869956664741039276123046875,0.090086276574499024594189222625573165714740753173828125,0.059808862674673453352358620804807287640869617462158203125,0.074254556446216979370689159622997976839542388916015625,-0.01410379392233122863853367334741051308810710906982421875,0.0306380767926905765718981200507187168113887310028076171875,0.0795251175837940194046637998326332308351993560791015625,0.1260139174943757378599684670916758477687835693359375,-0.01265764932852393720441597224635188467800617218017578125,-0.00132640818473185660535118568503776259603910148143768310546875,0.129305366932179366390442964984686113893985748291015625,0.064619682678776213524685090305865742266178131103515625,0.09079931627563724017004886945869657211005687713623046875,0.0708572874237505256900249150930903851985931396484375
0.072564309964510187445085875879158265888690948486328125,0.04493281343212128520203663128995685838162899017333984375,0.1745655504696116133711569773367955349385738372802734375,0.047562792472055741288539110200872528366744518280029296875,0.149155930969883609993331674559158273041248321533203125,0.050976903796725807349599079998370143584907054901123046875,-0.0066115219283837158015249002573909820057451725006103515625,0.0911108820816676490128571686000213958323001861572265625,-0.008348012215951848558059822380528203211724758148193359375,0.1300346939344028396323693641534191556274890899658203125,0.1004030361352077627135059856300358660519123077392578125,0.143693554139625534471491619115113280713558197021484375,0.07971299491350898602792796054927748627960681915283203125,0.052660152599731190059539898129514767788350582122802734375,0.04415330936784866988631392814568243920803070068359375,-0.03912738691037238869530057172596571035683155059814453125
0.04748218774928160412773792131702066399157047271728515625,0.06704032178214354431577959303467650897800922393798828125,0.15179042478954352102249458766891621053218841552734375,0.130744282954667390139746885324711911380290985107421875,0.07768804320767276616610530481921159662306308746337890625,-0.00101099716735628185164397319084628179552964866161346435546875,0.0865601160737920205523465710939490236341953277587890625,0.02682632587869977769390317234865506179630756378173828125,0.09572097470390387996541647908088634721934795379638671875,0.0521087326508768156063666765476227737963199615478515625,0.06933134324616731236634592505652108229696750640869140625,0.12415565169800181488657386807972216047346591949462890625,0.0801019422551194626436199541785754263401031494140625,0.0644542092579258873996650436311028897762298583984375,0.0171821294173449025388666910885149263776838779449462890625,0.01357104543510478412982056539703989983536303043365478515625
0.018570597275277378468416600298951379954814910888671875,-0.034433626333893040116773676118100411258637905120849609375,0.003299296457479928244838074391509508132003247737884521484375,-0.0582250790579547372605162536274292506277561187744140625,0.1633060057413513177504427176245371811091899871826171875,0.0989303455040320134372677784995175898075103759765625,0.158937931098972085042220214745611883699893951416015625,0.03841590441756971563425082649700925685465335845947265625,0.0412474396920100849772694573402986861765384674072265625,0.173618468073889697933509523863904178142547607421875,0.1299029076372935354033444355081883259117603302001953125,0.03368316391462890246888406409198069013655185699462890625,0.01527729566615644747618052434745550272054970264434814453125,0.05522225342060728403570379896336817182600498199462890625,0.00930532002247244811876658587834754143841564655303955078125,0.0882776329191406194940583418429014272987842559814453125
0.096094111853356312114016191117116250097751617431640625,0.0846180874763719781395110430821659974753856658935546875,0.135795012793844704912515908290515653789043426513671875,0.004939003667564687526103650583308990462683141231536865234375,0.033237080004315855408236757284612394869327545166015625,-0.052591392715444294780890999163602828048169612884521484375,0.1858932048324742070111170733071048744022846221923828125,0.118943532853509059687979743102914653718471527099609375,0.0777124074392480379547265556539059616625308990478515625,0.06910066334859078784891295299530611373484134674072265625,0.06809237395357818634078483910343493334949016571044921875,0.102226635524798881160535302115022204816341400146484375,0.0280518275233492854481287537282696575857698917388916015625,0.0901630979741719074116446108746458776295185089111328125,0.09394975574518316108196813729591667652130126953125,0.0450294849764634463884505066744168289005756378173828125
0.12357434436263574351055893885131808929145336151123046875,0.0266280726497714059775034911581315100193023681640625,0.1655350495193078919076157262679771520197391510009765625,0.049252423382324488076999813301881658844649791717529296875,0.09455533902511083221842369539444916881620883941650390625,0.01180362645032398925815098067459985031746327877044677734375,0.1428609488057782372916193480705260299146175384521484375,0.1387979526115548922771125717190443538129329681396484375,-0.05909884229637137054158557702976395376026630401611328125,0.074407925020671228377722172808717004954814910888671875,0.08531606562923553516153418740941560827195644378662109375,0.103106898171546113029961588836158625781536102294921875,0.0542050029659477961008207103077438659965991973876953125,0.14494277801636623603798170734080485999584197998046875,0.00085993845510009213860269650098189231357537209987640380859375,-0.09338377459488754472882732216021395288407802581787109375
