0.033247499286341651580922729181111208163201808929443359375,-0.11493117913430368759453159555050660856068134307861328125,-0.00515297995124743869743699775654022232629358768463134765625,-0.07939955765905500062462607502311584539711475372314453125,-0.1758865050192442713861140646258718334138393402099609375,-0.353276035547555988802770343681913800537586212158203125,-0.0202320240698468135909227072488647536374628543853759765625,0.24674604588687409911784698124392889440059661865234375,-0.0169983253012148081972920721227637841366231441497802734375,0.2349489983708533957784680978875258006155490875244140625,-0.1017477964492805864171742769030970521271228790283203125,-0.0664617520865017630260496162009076215326786041259765625,0.1792850465824118166846545818771119229495525360107421875,-0.142089424211976178558103356408537365496158599853515625,0.177492525501954878652810521089122630655765533447265625,-0.1338139156365832638240220830994076095521450042724609375
0.094041371731924450205752918918733485043048858642578125,0.322814027990505680865140902824350632727146148681640625,-0.193311578363187630547059825403266586363315582275390625,-0.0299962805206196725382739032284007407724857330322265625,-0.0995935920789567663558017329705762676894664764404296875,-0.01180401249377379703509038932907060370780527591705322265625,-0.47778440525548659945087592859636060893535614013671875,0.0537165951220313353520197097168420441448688507080078125,-0.277129116738765113314713062209193594753742218017578125,-0.1963714153818832686138051712987362407147884368896484375,-0.0648053240310872691321009142484399490058422088623046875,-0.257955107399026883907566798370680771768093109130859375,-0.296141272128950638897748603994841687381267547607421875,0.054677273848812657508489110114169307053089141845703125,-0.0110844628794744305688713126301081501878798007965087890625,-0.3104712186149110042521215291344560682773590087890625
0.16294108158763787042033754914882592856884002685546875,-0.0218798856422102692975695248378542601130902767181396484375,0.1363310710770388733958924376565846614539623260498046875,-0.0015147425220986142531398588317870235187001526355743408203125,0.045177206556110072188658932645921595394611358642578125,-0.130153566834541489782850476331077516078948974609375,-0.2275410848174406197585994959808886051177978515625,-0.08890321322892576205720871485027601011097431182861328125,0.031759205327219271197680683371800114400684833526611328125,0.211378604359797162004497295129112899303436279296875,-0.01312187882732807932273377815590720274485647678375244140625,0.1169009936049540121505430079196230508387088775634765625,0.067650651396870042919573506878805346786975860595703125,-0.02231987914698078945274772877382929436862468719482421875,-0.2279388810495396044952798320082365535199642181396484375,0.1400724302000780630006460114600486122071743011474609375
0.11928491702148634467928189906160696409642696380615234375,0.2368704080528058197874230472734780050814151763916015625,0.17921827934590250919200116186402738094329833984375,0.09623670964580331721460737526285811327397823333740234375,-0.264092002235374379015553358840406872332096099853515625,0.05641918988764059450513599358600913546979427337646484375,-0.483173182147900448502042536347289569675922393798828125,-0.08099311807848931510367407327066757716238498687744140625,-0.086566276567745681358445608566398732364177703857421875,-0.239721075905345692991232908752863295376300811767578125,-0.448300420253163578454547177898348309099674224853515625,-0.01271248964011960878861540180650990805588662624359130859375,0.2360713948424113806101587442753952927887439727783203125,-0.196209947025892172955963133063050918281078338623046875,0.006804399429910131837095921270019971416331827640533447265625,-0.06184172659129726079552114015314145945012569427490234375
0.217136594038207786372396412843954749405384063720703125,-0.1310382795532016031447852810742915607988834381103515625,-0.30988588634023839230025032520643435418605804443359375,0.046723729936985002042515446873949258588254451751708984375,0.2132854304770121778300762116487021557986736297607421875,-0.2575799423893518902417554272687993943691253662109375,-0.1953640457422579357338321415227255783975124359130859375,-0.441225095531161126682917483776691369712352752685546875,0.3122935023789865649490593568771146237850189208984375,-0.2263279250973865008855767655404633842408657073974609375,0.441206666065525221487320095548056997358798980712890625,0.05684617654552159837777480788645334541797637939453125,0.2330194638200014101148127565465983934700489044189453125,0.0727917251888903493739491068481584079563617706298828125,-0.1473509732604847688453020282395300455391407012939453125,0.1918096459696284339369043436818174086511135101318359375
-0.331205720306646911321735160527168773114681243896484375,0.1333653731271758069443222893823985941708087921142578125,-0.405207511253345475932263752838480286300182342529296875,0.0107387967428556087290392184740994707681238651275634765625,0.1506258247305463371379374848402221687138080596923828125,-0.0944863722421703522424962784498347900807857513427734375,-0.07945874618109581566383070594383752904832363128662109375,0.166205140160821163153315183080849237740039825439453125,-0.11889227969607889245917675680175307206809520721435546875,-0.29671498513307092981250434604589827358722686767578125,-0.1440111407133859711127144009878975339233875274658203125,-0.252250161571560049811324688562308438122272491455078125,-0.027670081044266513214946456855614087544381618499755859375,-0.18337822020901850539331690015387721359729766845703125,0.497678522236664644395887080463580787181854248046875,0.1921581197370437477101035028681508265435695648193359375
0.0593683274989786069486541464357287622988224029541015625,0.32238834181803166512025882184389047324657440185546875,0.326659601645933383995412668809876777231693267822265625,-0.06647793431551755893860189416955108754336833953857421875,0.287897845150407449832385964327841065824031829833984375,-0.1030302107383741783142028225483954884111881256103515625,-0.1272077122409252802892609679474844597280025482177734375,-0.3256584691567925293753660298534668982028961181640625,-0.37570790616310556497836614653351716697216033935546875,-0.24483700206891778616835608772817067801952362060546875,-0.04185130039656966005612304115857114084064960479736328125,0.097874242738389460871673009023652411997318267822265625,-0.140137502792882617796976774116046726703643798828125,0.1916790058248576400501406169496476650238037109375,0.2894527777302808857484706095419824123382568359375,0.09833997905251022630945811897618114016950130462646484375
0.0211042943445976793892526757190353237092494964599609375,-0.272832421169362404622660278619150631129741668701171875,0.259408162676237619148622570719453506171703338623046875,0.267835676052068205610368067937088198959827423095703125,0.0408579192729518203552885324825183488428592681884765625,0.318895610433065190836288138598320074379444122314453125,0.60152984190205216474822691452573053538799285888671875,0.007251211623239666066720321424554640543647110462188720703125,-0.029891048313624400678545356413451372645795345306396484375,0.0874519233042977683911800568239414133131504058837890625,-0.2112196972985591336691157948735053651034832000732421875,-0.07008296207254553766841098649820196442306041717529296875,0.082535722350373597056005792182986624538898468017578125,0.11688957420651559238056194089949713088572025299072265625,-0.389875260137455159625829992364742793142795562744140625,-0.06726080430773027918345263742594397626817226409912109375
0.31356059099959077141051011494710110127925872802734375,-0.10830835314287669268740188499577925540506839752197265625,0.017787034998193181067893675617597182281315326690673828125,0.265255415478590439448680626810528337955474853515625,-0.30344262596175697321854158872156403958797454833984375,-0.1833424099368585469260750642206403426826000213623046875,0.0233037904228915911108988012756526586599647998809814453125,0.12424469265734715273108434985260828398168087005615234375,-0.05380737091696961849063285399097367189824581146240234375,-0.177568489373441551482102340742130763828754425048828125,0.37161564412476499885684688706533052027225494384765625,0.515583843515714956851070382981561124324798583984375,0.1509673964202808693624291436208295635879039764404296875,0.043969096138583095567664571490240632556378841400146484375,0.11397944134969151264158426783978939056396484375,-0.525935386035329077714095546980388462543487548828125
0.2105029226704532574476758099990547634661197662353515625,0.06662994298665385339841549239281448535621166229248046875,-0.0742641121469113374420345508042373694479465484619140625,0.08752779276755177917390682296172599308192729949951171875,-0.2158856537984583656708537091617472469806671142578125,-0.04464952772104884004544800291114370338618755340576171875,-0.01620915737246898802315087095848866738379001617431640625,0.03295303639649392601906896516084088943898677825927734375,-0.049698303059479705112710945513754268176853656768798828125,0.1491382505615071185633979666818049736320972442626953125,0.13069423687842351977650423577870242297649383544921875,-0.268749200482351680019377226926735602319240570068359375,-0.1281547645647745647945470182094140909612178802490234375,0.13526503815461443647194528239197097718715667724609375,-0.06737028428519910294713923804010846652090549468994140625,0.1580257327743198325631368561516865156590938568115234375
