0.113876598745086543562621272940305061638355255126953125,0.09252593629508552852680480782510130666196346282958984375,0.217014624029305436270220752703608013689517974853515625,-0.0051469565430123202787182634665441582910716533660888671875,-0.06263299155812439289459092606193735264241695404052734375,0.016605181293769699646389881309005431830883026123046875,-0.2403406216416867635654597279426525346934795379638671875,0.03382934501467886601044909866686793975532054901123046875,-0.059159808943176649120854193597551784478127956390380859375,0.126435499912412818712681428223731927573680877685546875,0.050101143167996020633125908716465346515178680419921875,-0.117821542433804660188201296477927826344966888427734375
0.121545113852849662183785994784557260572910308837890625,0.129613736636220888698289854801259934902191162109375,0.001476594847350361228155435355802183039486408233642578125,0.0627051474931362984310823094347142614424228668212890625,0.1335947288396054644099564256976009346544742584228515625,0.09162042177612446380852162519659032113850116729736328125,0.1735296367752576507381689907560939900577068328857421875,0.179860087720317196602337617150624282658100128173828125,0.1083318311321801175051149357386748306453227996826171875,0.004353979089059410896578317107241673511452972888946533203125,0.04177821897994517252872270773877971805632114410400390625,0.1524018804616691646902637558014248497784137725830078125
0.064150779534407675885887556432862766087055206298828125,0.023125800621758278718953505403987946920096874237060546875,0.1586740731581687546825065737721160985529422760009765625,0.1706740758936368951292905649097519926726818084716796875,0.032905805294023295071159651570269488729536533355712890625,0.058614308970384658425967216999197262339293956756591796875,0.159440840220567370266735451878048479557037353515625,0.05974145231881212991797980293995351530611515045166015625,0.0699837132922430382730993869699887000024318695068359375,0.10444894499116784414294301086556515656411647796630859375,0.07837104153862195499158360689762048423290252685546875,0.0231808542417852696260194278465860406868159770965576171875
0.143489315172130982301013091273489408195018768310546875,0.1125418125473206243380985824842355214059352874755859375,0.0216869386959988065533000423101839260198175907135009765625,0.019345898102395113482554478423480759374797344207763671875,0.0831164775900883612269609557188232429325580596923828125,-0.034754048834546857893457172394846566021442413330078125,-0.11104230756331333329622879091402865014970302581787109375,-0.11342071993552614583844473372664651833474636077880859375,0.11866820924103028966900552632068865932524204254150390625,-0.06261490928627466701072989962995052337646484375,0.1220237176418077496009573224000632762908935546875,-0.10387770218150831069703343700894038192927837371826171875
0.073601984264500874832748422704753465950489044189453125,0.0026623943851120496738305032380367265432141721248626708984375,0.151782952054005437769745867626625113189220428466796875,0.10427358262386443588098927648388780653476715087890625,0.1036877792094834382918833171061123721301555633544921875,-0.036061264865079802055536362104248837567865848541259765625,0.09988038814467060932944519890952506102621555328369140625,0.1112474086670366679729937686715857125818729400634765625,0.0688017887751893597592101059490232728421688079833984375,0.091230891558525761819709032351966015994548797607421875,0.1753284926299883139666491160824079997837543487548828125,0.231814783200696428178133601250010542571544647216796875
0.00888255048029072853676968435365779441781342029571533203125,0.095975361947417126007309207125217653810977935791015625,-0.06861894189865312687626186516354209743440151214599609375,-0.1291224976950058056512915527491713874042034149169921875,0.1958451821995789432495627124808379448950290679931640625,0.1587096535514847250869507888637599535286426544189453125,0.1714577169026461067602440380142070353031158447265625,0.005703283118734549066164429831360394018702208995819091796875,0.0596995539372535966027299991765175946056842803955078125,-0.066920593577895981507452916048350743949413299560546875,0.06685338361848935928577475351630710065364837646484375,0.003944028578651881215832997185088970582000911235809326171875
0.08878293304050734191523730487460852600634098052978515625,0.16337699925504034492718119508936069905757904052734375,0.1795038379499769021219179876425187103450298309326171875,0.06334156322140276074161846509014139883220195770263671875,0.0705350635249672175408619523295783437788486480712890625,-0.015915773128580619488747771583803114481270313262939453125,0.08426096089763800145444605504962964914739131927490234375,-0.0210126837926950249535451575866318307816982269287109375,-0.11463434207303387080134626785365981049835681915283203125,-0.0110331008521999951454972688225097954273223876953125,0.1606227778914436632451412378941313363611698150634765625,0.1605381464518676193353741155078751035034656524658203125
0.0763063473960505778137530796811915934085845947265625,0.2111995511150117355025912502242135815322399139404296875,0.214629285046240958489960348742897622287273406982421875,-0.07090252628735833895223805711793829686939716339111328125,0.07323152688434365897851563431686372496187686920166015625,0.0100439583320199345151113590191016555763781070709228515625,0.1576142362722202927560744001311832107603549957275390625,0.03381263185993958753083887813772889785468578338623046875,0.09394136984375146826042879411033936776220798492431640625,0.06404508724644868145059461994605953805148601531982421875,0.1353327970206657238083636229930561967194080352783203125,0.0116187506725307330979202191656440845690667629241943359375
0.1721792030063060696676302541163749992847442626953125,0.0253091707955757326542478580222450545988976955413818359375,0.2103550172267763251898742282719467766582965850830078125,0.10966205980503025696481955719718826003372669219970703125,0.1172923179787034031473780260057537816464900970458984375,0.052947186831839222753703921853229985572397708892822265625,0.1316756911128716123204895893650245852768421173095703125,-0.10050413130787301529966981661345926113426685333251953125,0.17524306203369277579184881687979213893413543701171875,0.0357081215347282709959841895397403277456760406494140625,0.1673894616694732995210159742782707326114177703857421875,0.109456888936677210200087984048877842724323272705078125
-0.049692783915699652308450851023735594935715198516845703125,0.097232519245063653290372940318775363266468048095703125,0.07758083448278522975538606942791375331580638885498046875,0.1416091931212399845918525898014195263385772705078125,0.1680488477867363439344217113102786242961883544921875,0.0940922621813654880273958269754075445234775543212890625,0.1574967890444499973856551378048607148230075836181640625,0.093210740437210837239234706430579535663127899169921875,0.11489753583439100970142732194290147162973880767822265625,-0.1005223427632755683891474518532049842178821563720703125,0.2239630485091177458656375165446661412715911865234375,0.029381091727801240953699135616261628456413745880126953125
0.1639363466872149899256072558273444883525371551513671875,0.0713933522143954391037112827689270488917827606201171875,-0.072964135033367349958410841281875036656856536865234375,0.041767830773415844103357841277102124877274036407470703125,0.07629773012669967269250292929427814669907093048095703125,0.0181378192306695280866524200291678425855934619903564453125,0.12665782599920982764984955792897380888462066650390625,0.0891574653806366523856041794715565629303455352783203125,0.10368283495110487690826772677610279060900211334228515625,0.07872724400590025428670060136937536299228668212890625,-0.12515640278037276633682495230459608137607574462890625,-0.14117137743871721600186219802708365023136138916015625
