0.10965602593180724666499514796669245697557926177978515625,0.1678857134309168774866094508979585953056812286376953125,0.05204573961660667602568963729936513118445873260498046875,-0.0175876382421863326765976154320014757104218006134033203125,0.0975364551891974851383082523170742206275463104248046875,0.01175446165589401521789358895375698921270668506622314453125,0.119385135767093475411826375420787371695041656494140625,0.178470239208999348345940916260587982833385467529296875,0.12030736997821643574635430695707327686250209808349609375,0.11895354983043200658432425598221016116440296173095703125
0.00287842168637336172365426278929589898325502872467041015625,-0.098924430490444914543246568428003229200839996337890625,0.0851930536751705769216158614653977565467357635498046875,0.0974249790374918378521584827467449940741062164306640625,0.055375643863775740605159825236114556901156902313232421875,0.149423503558056669504594538011588156223297119140625,0.05441581074202507528614347620532498694956302642822265625,0.091387545553699267575353815118432976305484771728515625,0.0905484355157635534272486665940959937870502471923828125,0.199571493108933906146518211244256235659122467041015625
-0.06371927278407908679103144322652951814234256744384765625,0.2017286125303688615328923106062575243413448333740234375,0.1266685410994893012937012599650188349187374114990234375,0.034892094849472941875401232891817926429212093353271484375,0.08162261609775167681135599195840768516063690185546875,0.188023303537825814402140167658217251300811767578125,0.263166194619803339715957690714276395738124847412109375,0.01193894665145394350103114078365251771174371242523193359375,0.08664489623006439711350168408898753114044666290283203125,-0.03727110693473741076520155957041424699127674102783203125
0.1466768697203279792073971066201920621097087860107421875,0.11267873492309683769452277601885725744068622589111328125,0.006572725879710990433413275724205959704704582691192626953125,0.04317230107241638858983634463584166951477527618408203125,-0.035418055679512346067827621709511731751263141632080078125,0.2321962936345725037057263762108050286769866943359375,0.125406185139657011529124019943992607295513153076171875,0.05333625834220019623632680350056034512817859649658203125,0.2430411597549277102903175773462862707674503326416015625,0.2158517498093039943540816238964907824993133544921875
0.055785806283960202855976007185745402239263057708740234375,0.26855520712743830014090917757130227982997894287109375,0.052746066516053409511943783627430093474686145782470703125,0.2268191885462733925482581298638251610100269317626953125,0.09395511012652964233371477575929020531475543975830078125,0.2011582819082190776160956602325313724577426910400390625,0.32426666767766387788896054189535789191722869873046875,0.0268685935688900180695615205195281305350363254547119140625,0.06263669875758996752335150404178421013057231903076171875,0.03772749912896249113725133383923093788325786590576171875
0.331043929900522282405717078290763311088085174560546875,0.239761377504717543285295278110424987971782684326171875,0.07476763606788920657475472353326040320098400115966796875,0.0210659952775367198540834579034708440303802490234375,0.19424180877621510799002635394572280347347259521484375,0.1647847812072024964447081174512277357280254364013671875,0.10083510077680594985150008824348333291709423065185546875,-0.0101268836467490429276150365467401570640504360198974609375,-0.0200809852961605743437711879550988669507205486297607421875,0.06566541269476071362998226277341018430888652801513671875
0.0662690903828870581104837356178904883563518524169921875,0.00667775517167240421911866832260784576646983623504638671875,0.0776581739429006157049428793470724485814571380615234375,0.2395410690808811582375170701197930611670017242431640625,0.08080308630286599236303146653881412930786609649658203125,0.01621463612500607942568109365311102010309696197509765625,0.08059551199767321649769513669525622390210628509521484375,0.053020137414323299795970712011694558896124362945556640625,0.191386437880546045331442428505397401750087738037109375,-0.1348674521733676245904831603183993138372898101806640625
0.03485772527451820590460584980974090285599231719970703125,0.165760421558181436640921901926049031317234039306640625,0.218091191995607946996216242041555233299732208251953125,0.204521616545005446852201203000731766223907470703125,-0.0166444976056375308626211761975355329923331737518310546875,0.096220240805987622412231985435937531292438507080078125,0.061909590122412837265297724798074341379106044769287109375,0.11588948840601910605929703024230548180639743804931640625,0.1381053516146695248067999273189343512058258056640625,0.0756776256188527451929104472583276219666004180908203125
0.120502311614445078991053605932393111288547515869140625,0.1832524991941904268788476883855764754116535186767578125,0.0852397672311246135112838828717940486967563629150390625,0.083999201230882947211142663945793174207210540771484375,0.07086311960085815708776380006383988074958324432373046875,0.1382613227432429592322904454704257659614086151123046875,0.1858358748078966227179620318565866909921169281005859375,0.031301821525120503142414207786714541725814342498779296875,0.11797168894547484241375201463597477413713932037353515625,0.10879974504903495990948414373633568175137042999267578125
0.2223933470936614587021296074453857727348804473876953125,0.06692344775954124636019315630619530566036701202392578125,0.09341587124445850653930989437867538072168827056884765625,0.1677334375834955704220874395105056464672088623046875,0.022443975512009384232214870280586183071136474609375,0.057953045414448199623702606686492799781262874603271484375,0.237679543424312689214872307275072671473026275634765625,0.082758629807333117245349285440170206129550933837890625,0.1960432069441244984364658421327476389706134796142578125,0.3473868708459899590224040366592817008495330810546875
0.0633935407900862724073220988429966382682323455810546875,0.09777662582061770468744299478203174658119678497314453125,0.0896359788260603085330302519651013426482677459716796875,0.37824513967406392378478585669654421508312225341796875,0.16258799539541135548148531597689725458621978759765625,-0.02062628492356861908962883944695931859314441680908203125,0.10273716110830577452617262679268606007099151611328125,0.1462249720680963982477607032706146128475666046142578125,0.165314499384848045959728324305615387856960296630859375,0.07717646687218530920926440330731566064059734344482421875
