0.037359751426807301377674974673936958424746990203857421875,-0.017185875833998616457609642793613602407276630401611328125,0.01107154557892675757202471942264310200698673725128173828125,0.1619723576399702824613058282920974306762218475341796875,0.1015338682716237228564892802751273848116397857666015625,0.16528626098453569337465296484879218041896820068359375,-0.08439994489604807359484084372525103390216827392578125,0.161673016184344209289491800518590025603771209716796875,0.054245391696503754419556031507454463280737400054931640625,0.2084286800171437636919336000573821365833282470703125
0.1239227015808979093236530388821847736835479736328125,0.07103138989571579353654584565447294153273105621337890625,0.0877492992751674749651868978617130778729915618896484375,0.238749197265222645736315598696819506585597991943359375,0.1921073254364857041398551018573925830423831939697265625,0.11999113018482153447674676272072247229516506195068359375,0.2862289410610865392214918756508268415927886962890625,0.2192980113958016286090924040763638913631439208984375,-0.06930846395649113700354604361564270220696926116943359375,0.12536333527195309134327771971584297716617584228515625
-0.2064585004902137199689349245090852491557598114013671875,0.1568266698117427304648430208544596098363399505615234375,0.103193788744460446249462393097928725183010101318359375,0.12325374418354879957337999485389445908367633819580078125,0.08809361290185428738919171109955641441047191619873046875,0.172770264569339693228045007344917394220829010009765625,-0.061518531593867130380370866760131320916116237640380859375,0.0087769208998899859996978278786627925001084804534912109375,0.057264693348352123380973210942102014087140560150146484375,0.05593122320998795971025430162626435048878192901611328125
0.142685749899598202095063470551394857466220855712890625,0.107218727988262596539925652905367314815521240234375,0.022777562031040955725647023655255907215178012847900390625,0.08799268159595229066294308495344012044370174407958984375,0.07328436335913547650111610209933132864534854888916015625,-0.0000350634776931964880163604403318089453023276291787624359130859375,0.13458802873007991163234464693232439458370208740234375,0.234945054062437874708990648286999203264713287353515625,0.03453736739644981679209223557336372323334217071533203125,0.28352267595136237954278612960479222238063812255859375
0.0148888429175308700802560224474291317164897918701171875,0.1390700618201741456392284135290537960827350616455078125,0.2932938627583381308028265266329981386661529541015625,0.10192467158853701914011935514281503856182098388671875,0.1261134071822354874026217430582619272172451019287109375,0.00051771484967870940070711061053998491843231022357940673828125,0.006412218463135999947655196962159607210196554660797119140625,-0.0099933094638300391798768629314508871175348758697509765625,0.07057003100787177796160420939486357383430004119873046875,0.220368659989210569083439850146532990038394927978515625
0.10930370511358673824009457575812120921909809112548828125,0.0125203182258880781063670184494185377843677997589111328125,0.26149984472107579147603928504395298659801483154296875,0.1558279255019461018161308629714767448604106903076171875,0.12343528438215155274004786178920767270028591156005859375,0.166666381345207115227680105817853473126888275146484375,-0.0611621544814777429177610201804782263934612274169921875,0.05096378749936518459673351344463299028575420379638671875,0.288614319113936812488674377163988538086414337158203125,0.06208620991474118888664435189639334566891193389892578125
0.0195590566074318183975577767341746948659420013427734375,0.041880637869714465448822693360853008925914764404296875,0.054174480544729557152106025341709027998149394989013671875,-0.10066318520723971374764005304314196109771728515625,0.18475944951731104737291389028541743755340576171875,0.0997271825123924593459179277488146908581256866455078125,0.178121512006143400963509293433162383735179901123046875,0.12103519665252078507666766427064430899918079376220703125,0.040692360057841665821332099994833697564899921417236328125,0.15058543737301122167338007784564979374408721923828125
0.1358527146708186084111957825371064245700836181640625,0.1612981914065157174054121469453093595802783966064453125,0.01918272706890493395359698070024023763835430145263671875,0.052617752373606892224433551064066705293953418731689453125,0.1477587780289718322190850585684529505670070648193359375,0.08797997162169475526827255862372112460434436798095703125,0.12054510141643411114120709726194036193192005157470703125,-0.1338447747956750533138148284706403501331806182861328125,0.234455251209299386783158070102217607200145721435546875,0.01408424813127265480539040964913510833866894245147705078125
0.20793463557471714153734865249134600162506103515625,0.1369078500954918065080079259132617153227329254150390625,0.12250653520255590234189213560966891236603260040283203125,0.1385051088814822362049739012945792637765407562255859375,0.257630300832362546525899915650370530784130096435546875,0.013240792502685873321954801440369919873774051666259765625,0.2456326942938356905354879700098535977303981781005859375,0.2443539016427258292463164934815722517669200897216796875,0.0331544130292088234934766433070763014256954193115234375,-0.054102380344083489394080288548138923943042755126953125
0.1900054787186064852999578533854219131171703338623046875,0.148290107539514603995911556921782903373241424560546875,-0.05776905740430772484561572355232783593237400054931640625,0.0910702246313846164316174736086395569145679473876953125,0.0266293483425828932109613589318541926331818103790283203125,0.3263530313142386507507808346417732536792755126953125,0.042318738729493314554286342854538816027343273162841796875,-0.006212075540473392665230534248621552251279354095458984375,0.1619920373606595076498848584378720261156558990478515625,-0.1312284389098317960442585672353743575513362884521484375
0.037468230069908958768110096571035683155059814453125,0.1592634462767071046318534399688360281288623809814453125,-0.070167674423723680465769803049624897539615631103515625,0.2546350561173149618099387225811369717121124267578125,0.15653874262447098342221352140768431127071380615234375,0.28091995710076511638675356152816675603389739990234375,0.19061771672008409606036138939089141786098480224609375,-0.0886164230846581413292284423732780851423740386962890625,0.2103396509570266414979045066502294503152370452880859375,0.238442636814879815876366819793474860489368438720703125
