0.1101590210459202634485365024374914355576038360595703125,0.006797137145279280763532359088685552706010639667510986328125,0.0371304195348630405870693493852741084992885589599609375,0.0716553414375760422405647886989754624664783477783203125,0.0156701701948121323304530250197785790078341960906982421875,-0.04065338396087488093133543998192180879414081573486328125,-0.1303747634532141097540858254433260299265384674072265625,-0.00492811988736167709557189908764485153369605541229248046875,0.2351173321728150245046862210074323229491710662841796875,0.14295837854647508446959136563236825168132781982421875,0.195899703924938772825470323368790559470653533935546875,0.134604730934991645430187645615660585463047027587890625
0.115598932309205204571611602659686468541622161865234375,0.180812042113510484941940603675902821123600006103515625,0.1375252418174159607655582249208237044513225555419921875,0.1126362995818102064049526234157383441925048828125,0.07418627843073151428843203802898642607033252716064453125,0.163340231135182367694369531818665564060211181640625,0.139506310280713086147130752578959800302982330322265625,0.07566308942205816900905546162903192453086376190185546875,0.18623897458270632920829257272998802363872528076171875,0.058208552693718440540493475054972805082798004150390625,0.015376589221315191402528199660082464106380939483642578125,0.10271588062913435124290373323674430139362812042236328125
0.140111044770981074680804567833547480404376983642578125,0.059306089337216739976188506489052087999880313873291015625,0.06497597905988949928968168023857288062572479248046875,0.06585973128323251157834050673045567236840724945068359375,0.058924270384477638040632285765241249464452266693115234375,0.274139290969995619295929145664558745920658111572265625,0.09257900010400026136192508374733733944594860076904296875,0.1577937833668782985352407877144287340342998504638671875,0.049738829834702145971103703914195648394525051116943359375,0.001681232450456958578410837645833453279919922351837158203125,0.214232830272966856544059055522666312754154205322265625,0.00947520049701137435926856511514415615238249301910400390625
0.057888149667465083059170183332753367722034454345703125,0.290628756449268055295220847256132401525974273681640625,-0.0215534076474827307468018489089445210993289947509765625,-0.03579691689014209698971313855508924461901187896728515625,0.036303720176796970553478871579500264488160610198974609375,0.310410828165196772676637237964314408600330352783203125,0.12889993319477521804827802043291740119457244873046875,0.087606111981400391908181291000801138579845428466796875,0.12205945620487705649548360042899730615317821502685546875,0.127551677521894835098947851292905397713184356689453125,0.05481435355247558927072049073103698901832103729248046875,0.02379102512640475508565174322939128614962100982666015625
0.235823773325763152985956594420713372528553009033203125,0.106819834080262576758713066737982444465160369873046875,-0.01113918620311148653667654429000322124920785427093505859375,0.1708328833957259706988196512611466459929943084716796875,0.13239316248585619728572737585636787116527557373046875,-0.1511759592770790250337853422024636529386043548583984375,0.05452800453874696862133220065516070462763309478759765625,0.0882670345332153549744447218472487293183803558349609375,-0.0797137962355057572150229816543287597596645355224609375,0.133098505827165813908408154020435176789760589599609375,0.236632061726789355571298756331088952720165252685546875,-0.0194693594058649617484224592089958605356514453887939453125
-0.045255607698242321379478170229049283079802989959716796875,0.10110417716936222209955786865975824184715747833251953125,0.09647290807634602283204827699591987766325473785400390625,0.1438957731725021560453825486547430045902729034423828125,0.2057556510596880994246049567664158530533313751220703125,0.1653068599784320580337038109064451418817043304443359375,-0.187112404577812529993252610438503324985504150390625,0.1750707919619397257005033452514908276498317718505859375,0.12157286909976529332144679074190207757055759429931640625,-0.01482440826323200809555569179565281956456601619720458984375,0.0237714398213898260581178334405194618739187717437744140625,0.08087399333274193635734405916082323528826236724853515625
0.0965484289900371550618984883840312249958515167236328125,0.014713727537836056302733567235918599180877208709716796875,0.1803383061916417895442776853087707422673702239990234375,0.024635784724089455910434054430879768915474414825439453125,0.1349130909653475374199160796706564724445343017578125,0.1237720461343633504558425784125574864447116851806640625,0.051039379755419174433672679924711701460182666778564453125,0.06266762738894209039397509286573040299117565155029296875,-0.0230289917945567072787849127735171350650489330291748046875,0.1487152865544693336463666355484747327864170074462890625,0.0084403516184317593784580679994178353808820247650146484375,0.08528463205221614717999045751639641821384429931640625
0.06424733706866571358862216811758116818964481353759765625,0.1424910136536976235088758357960614375770092010498046875,0.11176902275710166867472850071862922050058841705322265625,0.12269719040338032678416624321471317671239376068115234375,0.308592257149739090937856644814019091427326202392578125,0.17782507805876190953853210885426960885524749755859375,0.06534974900815089526862067259571631439030170440673828125,0.1219328947229571802335357233459944836795330047607421875,0.1664053927947543309873168482226901687681674957275390625,0.2364474138777448442017004026638460345566272735595703125,-0.11402633158621588993497653063968755304813385009765625,0.1627334162113041882147257410906604491174221038818359375
-0.032033626247294770539308927936872350983321666717529296875,0.02444638631187830146718198420785483904182910919189453125,0.06317247197022214655337535305079654790461063385009765625,0.182125174636099063096850159126915968954563140869140625,0.277772970049205480957965619381866417825222015380859375,0.13723020589692780379920122868497855961322784423828125,0.042512885723256461922847648793322150595486164093017578125,0.1311591432351081054630270728011964820325374603271484375,0.154924656675984928622114011886878870427608489990234375,-0.025227714430452942429017326730900094844400882720947265625,0.07289316109037928537173200993493082933127880096435546875,0.0755511924798024925298278731133905239403247833251953125
0.026225425192985575562065747590168030001223087310791015625,0.07809506113335294708033273991532041691243648529052734375,0.0883392695806391181623240527187590487301349639892578125,0.1693288882827318209134404014548636041581630706787109375,0.1191762103695910568479376934192259795963764190673828125,-0.0417589094938583815785904107542592100799083709716796875,0.0951905114072781610712326028078678064048290252685546875,0.23026289527167154158604489566641859710216522216796875,0.120106754847475183378691099278512410819530487060546875,0.1464694788390874524708351600565947592258453369140625,0.0646474136000185495287695403021643869578838348388671875,0.01031526716517083656909914424204544047825038433074951171875
0.10704162935601779782501807858352549374103546142578125,0.152115495389426202965665879673906601965427398681640625,0.026843427664785125819069122599103138782083988189697265625,0.140549315989857037667576378225930966436862945556640625,0.1376475191877234716120170787689858116209506988525390625,0.09800038716473787048233390351015259511768817901611328125,0.12300420568494375983537025831537903286516666412353515625,0.261738002296047655992339286967762745916843414306640625,-0.0228875859173832789383862262866387027315795421600341796875,-0.0821951329957356924271749676336185075342655181884765625,0.055273230370021263213597961794221191667020320892333984375,0.116844043096165417505716277446481399238109588623046875
