0.2091397558717064397715290624546469189226627349853515625,0.353316665591117684552813216214417479932308197021484375,0.200845478903113605628760751642403192818164825439453125,0.1943645078721782937236639554612338542938232421875,-0.009448987392491038639352751715705380775034427642822265625,0.1296590662337571975282202174639678560197353363037109375,0.404124717614680328825471633535926230251789093017578125,0.291335349426365297631491557694971561431884765625,0.113034110260811948567294393797055818140506744384765625,0.25329617066145238002405903898761607706546783447265625
0.3012700490438950939875439871684648096561431884765625,0.053106580939952539865966940624275594018399715423583984375,0.262137432825898353261351303444826044142246246337890625,0.10676954150892355166480029993181233294308185577392578125,0.0837124048837607215300948837466421537101268768310546875,0.1486097952085090601048733560674008913338184356689453125,0.1411022520990117268269159467308782041072845458984375,-0.0270506692147070258724905755798317841254174709320068359375,0.1837852234235646253779350445256568491458892822265625,-0.05341871242330252511631982770268223248422145843505859375
-0.06814286029183973247835837128150160424411296844482421875,0.0186980879439078463699619447879740619100630283355712890625,0.10379152361449851815766720619649277068674564361572265625,-0.003122352214125683443624037494146250537596642971038818359375,0.259916270998831411276341896154917776584625244140625,0.017363909102582210375320670436849468387663364410400390625,0.1235181606535677989455734859802760183811187744140625,0.1870878755096603562879664650608901865780353546142578125,-0.01353684001332417126406415519568326999433338642120361328125,-0.01332520661771844326659586243977173580788075923919677734375
-0.090652272283214319070765441210824064910411834716796875,0.12238166955878236608068476698463200591504573822021484375,0.10952339184969646368461582142117549665272235870361328125,0.0415071491978983575510397940888651646673679351806640625,0.3170109649340788759985798606066964566707611083984375,0.08224856020895003616555385406172717921435832977294921875,0.1624461357344554046644446998470812104642391204833984375,0.2053698312346259047256324947738903574645519256591796875,0.2009307188814561662137947450901265256106853485107421875,-0.0336178077093845228962010196482879109680652618408203125
-0.03195972920832264307922088164559681899845600128173828125,0.020045523419884588023354154984190245158970355987548828125,0.190081442232915287515737645662738941609859466552734375,0.09103522147812150022705424134983331896364688873291015625,0.05905167807430374005139839255207334645092487335205078125,0.13955078173711055189443186463904567062854766845703125,0.1084433089908788117039506460059783421456813812255859375,-0.00605530475047793247111993508724481216631829738616943359375,-0.00689252843402207542033988119101195479743182659149169921875,0.21695271330554855016004012213670648634433746337890625
0.28257734015494218038355711541953496634960174560546875,0.146325459105171973295256293567945249378681182861328125,0.179698108420238755744691161453374661505222320556640625,0.203726841335961583734359692243742756545543670654296875,0.0947100342591715438356203549119527451694011688232421875,0.0023312336294814754548976321046893644961528480052947998046875,-0.0100316424569119218290769168788756360299885272979736328125,0.1880555565317048871687433120314381085336208343505859375,-0.0499512009020258995750651820344501174986362457275390625,0.0203188908148275899911983088941269670613110065460205078125
0.09507418626458542798562945108642452396452426910400390625,-0.04477463040252281645248189079211442731320858001708984375,-0.000976118153090465320680102490058516195858828723430633544921875,0.08031815814870678360559708153232350014150142669677734375,0.1380534432226787344699658888202975504100322723388671875,0.1550706715049157136121493749669753015041351318359375,0.1392609392398116152644860221698763780295848846435546875,0.1184319402907023366378069795246119610965251922607421875,0.10980168832975710502264377055325894616544246673583984375,0.0134935203537761942704786832791796769015491008758544921875
-0.032750747939026443600329940863957745023071765899658203125,-0.11384838009663404700955169346343609504401683807373046875,-0.038986618212551775453089675238516065292060375213623046875,0.10832884464421153880575587891144095920026302337646484375,-0.1412312551863620091463502603801316581666469573974609375,0.08932138063095980407002372203351114876568317413330078125,-0.0284298508028593861773902773393274401314556598663330078125,-0.0649238294447425368094428677068208344280719757080078125,0.087736627252650911668041544544394128024578094482421875,0.06323835779664967182700507919435040093958377838134765625
-0.019366505027663592775066803142181015573441982269287109375,0.1983880992994131731155249553921748884022235870361328125,-0.061128135520808070391129973586430423893034458160400390625,0.2033862360518885747939776820203405804932117462158203125,0.16116077875638168404037742220680229365825653076171875,0.306873804065201094548598348410450853407382965087890625,-0.038907448289737855962044932311982847750186920166015625,0.07085644476331175167782561175044975243508815765380859375,0.03495312347265526475847963183696265332400798797607421875,0.132401341817201700923334328763303346931934356689453125
0.2296871711506373314737317059552879072725772857666015625,-0.0120904919798140129960639654882470495067536830902099609375,0.260988510833524200993593922248692251741886138916015625,0.1415681476773612279540515146436518989503383636474609375,0.158264932245232359253606091442634351551532745361328125,0.02605192194900561586390352886155596934258937835693359375,0.1328309918623162000361759282895945943892002105712890625,0.07434457845190463320950158276900765486061573028564453125,0.1306145034428023432582222085329703986644744873046875,0.0619452383779894588666792287767748348414897918701171875
0.0239952609519600880416678734263769001699984073638916015625,-0.0298601378601703881798812290071509778499603271484375,0.2418607033839975384292841908973059616982936859130859375,0.1025275326490109051302823672813246957957744598388671875,0.12179428746337517264208827327820472419261932373046875,0.07264506367310562262584738846271648071706295013427734375,0.0011030011378612147865396764245815575122833251953125,0.04644318517549150815426628469140268862247467041015625,0.286471828913967829777220686082728207111358642578125,0.2033989200428628907335593112293281592428684234619140625
