-0.043221698416579877599641434926525107584893703460693359375,-0.21120451561315067845470139218377880752086639404296875,0.03331718758727841844802242121659219264984130859375,0.277705160757051039421838822818244807422161102294921875,0.177802009714452424748998282666434533894062042236328125,-0.0005527944166127361780294080517705879174172878265380859375,-0.052243168995315426850201134811868541873991489410400390625,0.346269765071764101804774327320046722888946533203125
-0.253173828324077032636552075928193517029285430908203125,-0.046921152233773966155894186158548109233379364013671875,-0.3328767322174275289370370956021361052989959716796875,-0.22112366642769620828090637587592937052249908447265625,0.285761307451041279836800867997226305305957794189453125,-0.04153142907687219775869635896015097387135028839111328125,0.1701475122748119794824361861174111254513263702392578125,0.00909984182509961277152132907986015197820961475372314453125
-0.1253746595316302669953500981137040071189403533935546875,0.2131688100994688361833340195516939274966716766357421875,-0.16317692630026503497475687254336662590503692626953125,0.2475620742353946968083988622311153449118137359619140625,-0.1382731923930723694216027297443361021578311920166015625,-0.08342851965924345802871897603836259804666042327880859375,0.1405357292394768531362814201202127151191234588623046875,-0.17414918447170346649244265790912322700023651123046875
0.0235654041922934535946421163998820702545344829559326171875,-0.15253626253516217037287105995346792042255401611328125,0.030194962012655764127533331020458717830479145050048828125,0.039197731232402201195785806930871331132948398590087890625,0.090064308268177961647182883098139427602291107177734375,-0.03864627096710541998003662911287392489612102508544921875,0.051145533620289285181570448912680149078369140625,0.266641489467009662472918307685176841914653778076171875
-0.07162029667828988255262601114736753515899181365966796875,-0.0940970446878341137963985829628654755651950836181640625,-0.0108124705689001503194912601202304358594119548797607421875,-0.1338325715041433217056265903011080808937549591064453125,-0.01538041667644880587662026272255388903431594371795654296875,-0.1255492507733387552715242918566218577325344085693359375,-0.3448927230956300160613636762718670070171356201171875,-0.07399656898622541945087505155242979526519775390625
0.198707999916766409054247333187959156930446624755859375,-0.2307686632485662914238133680555620230734348297119140625,0.0916982597161127566121052723246975801885128021240234375,0.036017579131242240253474307110082008875906467437744140625,-0.27371973199968080425747984918416477739810943603515625,-0.127911245212736723875224242874537594616413116455078125,0.07345688723402048203592329400635208003222942352294921875,-0.1745523750900498660687532037627534009516239166259765625
-0.2234141895903232200026877762866206467151641845703125,-0.1322051662428668505899764795685769058763980865478515625,-0.285142351990734066458088591389241628348827362060546875,0.436581167194846242463057706117979250848293304443359375,0.11789669449411520341097769914995296858251094818115234375,0.0244677951414621515369152149332876433618366718292236328125,0.037857287864153273126976984030989115126430988311767578125,0.438172603287883266620639233224210329353809356689453125
-0.0146386173396019676762325190111369010992348194122314453125,-0.086316556599391358606254698315751738846302032470703125,-0.2620715136679876433589697626302950084209442138671875,0.026824082541096423704107820640274439938366413116455078125,0.063869433620643401017247242634766735136508941650390625,0.1539262635258685507633202860233723185956478118896484375,0.1639592340578175377885372654418461024761199951171875,0.179962899105548912448426790433586575090885162353515625
0.14772762174241105270766638568602502346038818359375,-0.1804010259685086270398102215040125884115695953369140625,-0.06635382616610448203164906999518279917538166046142578125,-0.388337400039748537050598997666384093463420867919921875,-0.27476321462410624452132879014243371784687042236328125,-0.11028779256482022785856855762176564894616603851318359375,-0.316743506809047226102649119638954289257526397705078125,0.034145942340012912230573505212305462919175624847412109375
0.25547722414543116986607174112577922642230987548828125,0.324897390577211953033298641457804478704929351806640625,-0.0550335699760607643948873146655387245118618011474609375,0.341803915659426083006877661318867467343807220458984375,-0.48596353757606725043416417975095100700855255126953125,-0.150246038335541898245395486810593865811824798583984375,0.4008638849294587913618670427240431308746337890625,0.0572668548748999362008049729411141015589237213134765625
-0.1704096208911014265208194728984381072223186492919921875,0.1673571904862219683618462795493542216718196868896484375,0.2132815798710623322875790108810178935527801513671875,-0.1250007663730787477174288824244285933673381805419921875,-0.00497312244591401574067557334046796313486993312835693359375,0.234823271065939476187622858560644090175628662109375,0.2432203558302664936352499580607400275766849517822265625,0.040483675949937659999111616571099148131906986236572265625
